Rank,Address,Balance_BC2
631,bc1qk2kvgc35jla8unrv4s6w9wzr6eyxsq5x06lxs3,103.5665
632,bc1qaew69lhr5zwlkf7u0qxh8g2mjgpcx42tqzf5nf,102.85573688
633,bc1qrprz30fjfgmlh0jrqwzjwxhfeq5h8elhl5p4e7,102.4497
634,bc1qkm6rrhaea5tuaeuz3m9z2hefehwyz7v5ljzl6v,102.32539824
635,bc1qr4zyv24d9zy0sndk48jnv5svfxq5ce54rsqxfy,102.0
636,bc1qq5f3eahpy2lz7jtvnq9zdsjj4qxy2v8llec76q,101.9577
637,bc1qqfsgjyqhzqjaqqqknx60gszf087kct6uftp2vg,101.6657
638,bc1q25vwz6wk3qwc07z89je2w4qtkapfmzl49j4jgq,101.22579776
639,bc1q5ztwhuqvc5lt2wmzfj327hp5njuukg2t8dgze8,101.21035782
640,bc1q3mgnd25d9r6h0y64xwf23lq8pjh7gr2vhfa6tc,101.0
641,bc1qxz95x3hdxp66x0tftatzpvd5st3yang5mwfnc0,100.9998
642,bc1q5vdss3yez65lkdf498hq2fnk6g4vrn9ekrj2x9,100.55562739
643,bc1qusn5dkq8x3a6fr7l4su7yr2zndce83lptrwzgr,100.39723
644,bc1q3qlwqqgemhf8gagwxfyq4dwzmr3twqcr7jlvaa,100.29672868
645,bc1qal2j23hsu0a574uzq3ys064tfjet7ms96u6m43,100.0867
646,1LSHpwmHT9x78f59rVqoXPxWQPhXAo3PP8,100.0217142
647,1PeibewP4iEM3p7xpCpDTibDeXt2Ffe16e,100.00201859
648,16Xi1RaVjN9rcUw99eVJ2QnNY3gNsGBThM,100.00007994
649,13bfruYy7YxSufhbwaWUeByXYhxqsvxBm7,100.00007448
650,15cm313oDy8JQY9rW2DZU7UPHFAsb7L2Wn,100.00006072
651,1CQs8j9jPnGTippAv97yKpdeni8pQBBy5V,100.00001837
652,bc1q20at6epxzahlcyueqlrrmak783mu34hhfps8rg,100.0
653,1B2BpVHi95TM3rwBVBoV8pumwWv3ArKrJH,100.0
654,147UJnjHLfdj8UQX9bkfY3DD4qriQtgWzJ,100.0
655,bc1q96f97dudx42p4xtkqrpp22wanleyxslxpxl5km,100.0
656,bc1q0tqmllvn97ax26659q9w86qawpa0k37vj083fd,99.9999859
657,bc1qe0npcafhma666436pqeklfuh3ekwysqlhdwwyc,99.999718
658,bc1q8h9jedss2cg2jv0t50jx7jhvzk3sny8zcpvafc,99.72074777
659,bc1qhuf5swuds3ktghgslsklndu98uuyrwdwuhjde5,99.59995351
660,bc1q5pa9822c5sklzjgwdxgv7lvwsyhdg979veqc52,99.51851021
661,bc1qvpfp6z0zpds35llqdk5273a337283yttcw27my,99.5003
662,bc1qc7c9884mcz7ufhrx2jccgzjtzvjlrxpm4hvquy,99.50010272
663,bc1qlx2g9vztgteevj2s26lmvrajevtdeltt2nyk5e,99.50001777
664,1F9TDP13mzPgiKiu2Cbyq3vTLEKmTSpk6R,99.48861985
665,bc1q4u5as0ew30rldy5phn8wm4p4kq8dpkf9cetl75,99.3279
666,bc1qmrzstx6t3r5x7rfx6ceqk5fpg6v88g732s0wqp,99.25029928
667,bc1qulzv4m0krz2qmkr646t85a6g3ad3azsprd5das,99.2
668,18dCz9qZnLA5fFGMBDi78QMatM49sLkQbM,99.1001
669,bc1q8ea5djz6gvglex30q67359glcxjjw7z04h7kw5,99.07506374
670,bc1q22wx296sxlma4du8pj8agmctrr6m8rnd5n7jdz,99.0655679
671,bc1q2qwggtfylrz3pd8dqghg2srqnjly6p3fycxte6,99.02052264
672,bc1q4y7rh5lnd2f705p4lt2uhgf2nv9njn2rehvrqc,99.00093603
673,bc1qt4c4k2hvhw9l89aqxe6pz30c3s2lzuewaag32u,98.5003
674,bc1qjcyaauyxfx3m4mpa8wfk3n4t3jsvfga5yv8l8k,98.5002
675,bc1qwnvkkwc873r836uazk6jqm4e33s389l4jf8yhv,98.50004227
676,bc1qpv73gh7axnj6h0p5smg3rud287twn90judkagt,98.50000656
677,16P7GLFQwAk9iwE2uePy4htpmr1WUFooK3,98.5
678,bc1qf2jdhfl9lzhv8rvd722w5aqhnxlfnkk8f8udlr,98.0003
679,bc1q4n8xxhkfy0m5awgn8stqtqe50p8exvmsklrzuu,98.0000555
680,bc1q5mr0yphrdk0emz0erzq53rwccpcgc8vvzdjpud,98.0
681,bc1qtf20t82554930gc4zc0sylf8vk055zc98zhks9,97.66
682,bc1qm4e6gfgh4xnk0g38d9j4shx3h43reec0eh647t,95.9906
683,1NqdH8sFbgqmKXiwvRdDdfFkf6GMrVoYFJ,95.972
684,3MU7uQdXQksvvyU51pG82t6oA9c8Rjghm6,95.757565
685,bc1q9ed8xt0usqc7xgsc4tgnvmjfvk89zul4p89pd6,95.08200675
686,bc1q4nuzex2td8q473svcnvzeul3jldkdw5vzl8ya6,95.0154
687,bc1ql5alpr0mj462z5zatdgt909pv450vtauv8ee23,94.99999859
688,bc1q48sp05kdunfxj7e23spa5m4d55rztgyctjcjrs,94.1309
689,bc1q2we9h9ejskt3m56suq2f7uuxvfa02y2x0y2sak,92.5717
690,bc1qvfqyv4khhh58hjd390njx8cnfrx2lz2af4dwlf,91.6338
691,bc1qkn4qnsasp0ekw44l2mw8tpf7rjc2ndy6d25yks,90.0
692,1CcdyHQ1sBYhyZTdMTqmyjjCM6svBcgty8,89.76807153
693,bc1qy47ll0d44aaqgcxfpgw4lk239nltv64fmz48j0,89.2584
694,bc1qad84m7uh64lvt4tyjnwp9fhcr63y7hrqfm0tce,88.83767772
695,bc1qnupng3u6z6eejm9mmz03uw45gzn3ql2yat8dke,88.837
696,bc1qv3j4epruafcrsd6thdzq0kyjtnugg9f57p9spr,88.54
697,bc1ql7wpcspm5a2admfp2r7szhkazg0tkhsxps0qg9,87.9735
698,bc1qlj6gklug9akucm43h0dsp57wvedm8cag0u05fq,86.85263574
699,bc1qwwhzgtex8ey6fd93gkgu73yvptz5w4zdnc5y66,85.99996934
700,14C3p2W5r1zdRJLBm1istXEsuQJBafYYtP,85.3526
701,bc1qyefggq5xzd63dreya7k980taxck9upz5qk4xru,85.0
702,bc1qxdus34pj5lt4czwrmkw9hr394vkrkmvehcqjj7,83.3413
703,bc1qwh2sztyw4tmuvyj5ecwy5k9vrj02rfwgjjdswy,83.299
704,bc1q33xw8pyqcfngplhvy0p6rwpxv5r6ndp2fvgy8h,82.72756843
705,bc1q22nmxkmmq8p44ml9zlpnaxtfp7a7h8fnju9d8x,82.57808498
706,bc1qu4jpuhhfcfja3lpxyw3cuxarx8c6vhtkq4z3ns,82.39180182
707,bc1qh96g4msjh43r7e6lykg7f7tlyg9dvgfwdzc9r0,81.68751
708,bc1qwxpvhrtrd3h7wrx2saanrk9z7shnh33egc8rer,81.5606
709,bc1qhx0hrl6jq66jurluf5xg205yekxg8zqlpkcahq,80.24275851
710,bc1qgcgyyk6g24puvlw0jr4pgpg3p7amqrmuqhz0jp,80.0966909
711,bc1qv83r79azcvrwuwywfv4kj435hmeqlx3fed9mzl,79.58079159
712,bc1qzch53hzvm4ht2krl8puvpmpymknrz9eyf7zkph,79.4986
713,bc1quueqvxpx0z6twwq2zt8kp2xe2m87xr6z842g5r,79.33341489
714,bc1qpgxlxxtnnuzy6v5rdyrfvnxdlxlx4r5zdczp6l,79.3232
715,bc1qf8y8k65g5wst5h2heagcxynvyx4v80gg2c89lw,78.4876
716,bc1qkkmgulh0hv5w6j4unnk5txvfcdmlrflc4asf0a,78.42949614
717,bc1q9u7gjuvq6h8y6dlu3dhw5m2vha7evdsc8msfnp,78.2676
718,bc1qxe9rvph5vznkc82lhwsjy2jn6vlcvm43mltyev,77.7591
719,bc1qqyhcjxfrvrw5z95vty8pychvnd3dd5d2fmjtgc,77.6611
720,bc1q8cpkaa7ua6067ly390fs5yp93llyck78jkm86p,77.2074317
721,bc1q7skpfa0mff8sge7zy3vaj70xzcea020s2ytn6f,76.99414978
722,bc1q50qxqrkvcn2akvcth3vxpw8da83z0v2cjyt9cr,75.74348194
723,bc1qg57t39dq0jkqlvfkkfyxck48ph6rzxg2dxc8vf,75.0
724,bc1qauf2s2qk8urtspn87k54c76l5lx7d7pq5wcmxy,74.78574
725,bc1q26v5ktfxjedz2d9fue8h9wllupf9wx5cw00fhq,74.68079
726,bc1quur5dljztu6ahmv60t6ettdyn3m5kvjdu427cm,74.27564
727,bc1q4zvzz40uyc08f4gcjd7m67lk07t8h9uwg0qaky,73.99997956
728,bc1qy05ygkw0ftgkrnnw8pc5smspkvccuneghp9xjmesg5n5rxc3uzws5v883p,73.2
729,bc1qc9jgld9wycncu9nd66ptxflumk3weqpegwtkhk,73.0518
730,1AAsp6k8DGQGBGSTLM1fYNT9SK7UFL9mgJ,72.64551093
731,bc1qr80r9qer25ckr0skl89f2zdyydgfx96efwu5jx,72.5437
732,bc1qkehf5mmehtnp07zufmz2vga9vf4n9a70rmxuwg,72.11918502
733,bc1qjea5ug4m8q8f8nzn354hfzrpesuq0xqp9gghy4,72.116
734,bc1qp9krhr98pkl9vxxxnde3s9gexp8rru0495a8d3,71.20896525
735,bc1qa0xdx4h3f2usjz0j02h7z3al45jvsfnsj3p3ve,71.07239792
736,bc1qg25vphcrh73p3qktdnu3tklcyf5rdwztra90l9,70.65304747
737,bc1qy6tw8l844kml2gu9r9ad3uzw4w5wfmdgk8vqtk,70.49660257
738,bc1q64wrszfvnsk20967xre938c54xeu34098kvrs9,70.42409718
739,bc1qd6tuxqy459zul9rv22ex6qgp9dxcysat9llnqr,70.0476
740,bc1qfg3ty775j9l7fayusuqfnlae07j8dh0r8c4gsu,70.0
741,bc1q7tkera8y3czm7rvn39d5thqukpe6qr053ngqsu,69.35238978
742,bc1q77dfhdw8q96kvln98ezk20gtd0vymfmy3q45vk,69.34303
743,bc1qg8mzq6x02wyhv2v2cm2ddzgtu8av66aq56hza7,69.0
744,bc1qtemxet2j89e045d7x9a5vgt9wftpenr44z38fv,68.8053
745,bc1qeuat0qvd6k3mzutv232zh5q4209pdhgrgk76ty,68.75
746,bc1q2zj7rlmctnevhdly973v6ms8t4zyqqa6tk8m8r,68.046125
747,bc1q83yerdhtnu7ug8wssxv4jkcw8gjm3x03mursqh,67.3863
748,bc1q85kandgd59gceexervuany7a8x4wdjnhfpe2e6,67.3839
749,bc1q7gplxu9ykvenmga4f9357hk04margcftpr4ju6,67.37415193
750,bc1qjddmaljmy99f2v732yyznlqfucf374hncttec0,67.35091138
751,bc1q5ue7ft9tfl4xxgpn4jwn92fnh49fv0skt60wcz,67.03
752,bc1qr7td3xrqah0fg92gptmzq3lkzgzvc7ksk42k7r,66.0
753,bc1qd2epmu3kaf590jnhdtztjmu7wslxm8wfzcgvhe,66.0
754,bc1p4e3pr5cj3fjcl5r6g3n68949h945ttlgpt7gfn7c8ydml6rcutesrlq8kj,66.0
755,bc1qx6fk9xakphwvg4xmtulztqh3tnlf9ekqrqkhmr,65.9989
756,bc1qrdzllpexrvagas0ernwulmjd995k4k899j3czy,65.83713374
757,bc1qas9w4nyz5vq7fl6lxd6mxa5rw0ewqtskekvh5q,65.1157959
758,bc1qwj2rxjm8dev4lkxsq0d684d995s3luqy8u33nt,64.71
759,bc1qennzvukx3f4u8md4y37uu3ny24l0wr57z8qeuf,64.6934832
760,bc1q5e3rnzfn7z4tqekpyjh6js7kxf3s6zc736wwk4,64.3667
761,bc1qdhrts75a3dgsr8fdy35cntxgc0dy07qyfme7q6,62.38897291
762,bc1qqmwxh5fxl8xp8n64gj972a7ktr726ylc8cltqg,62.0804512
763,bc1q5lv237lgrqs8z6vlryn94e792vrr7atznuwylc,61.77
764,bc1qluaaztqhn6wyvwpqzg9ujcqakmlm77u95tpuhz,61.6304
765,bc1q4xwzr8znrh3teqgsssckvm3x2a8fek79anp9hp,61.48397781
766,bc1qp7plhnlpeecm9lc9g8ggmgjntwu64wxkaav0n4,61.0905
767,bc1q5dmte2pu4yxlwylcq4de3xa2lggxpa7qwdp2fc,60.807
768,bc1q47dzn52n2v27a48jstvzqlpf89k9f9uq5h69la,60.6251
769,bc1qx3awjz2l48ltlextfjh2q5p5n80tfph57aahpt,60.16785467
770,1ALccDtPxX7n9aWyhyP44eiDGDoWH8f2az,60.0
771,bc1qfjta37w9fuzxrfjkcjx08mg25dxuptzqwx3fs7,60.0
772,bc1qqrl0uq85x0p2ww8ay2n9ja456gujcr5c8pkqrr,59.67563746
773,bc1quxxnvgxzd3ud2pw36kqcqln84eat3a5tvunm5j,59.24946483
774,bc1qvhjq9j8allzscv264y8g02epmgfhcvuazyqmea,58.9688
775,bc1qjw7mk7j7v7ertymx5cfz6ee92ct7qw5cz7t6ux,58.0
776,bc1q9lalgceyh5kn33865ujvas5q9hy05k7s83sjvm,57.51471708
777,bc1q899706qyd5ykkqqnd2vxx4gr5a6s7jhgzl6n6e,56.9
778,bc1qsrjk5vavd7alznqwex4j268rt3pffhurnz9952,56.637125
779,bc1qqsqrugmwhnr00vnpjyjrnhl5wrjucjd0ad92a9,56.1477804
780,bc1qesjsrstt9pvmgelqvs8kju5t4mvcuvwdtndffn,56.0663
781,bc1qxfm2mlz4pu32hh9k3d9sycgupjx2qxm9g8f8aa,55.803481
782,1BhqUBmqaRaC3U8jQWy8ddB2ejpUGdiy9j,55.75620753
783,bc1q4qf8zdyvxy02gmx3vzae009qk3g0w67vj37al9,55.38080248
784,bc1quexl9kc7kfpkql55wa08kqruz574clp2f7y9e4,55.36310859
785,bc1q46wheuqg6rtekxu28d94kgtrt8ap9y9gxsv3st,55.0
786,bc1qtjkzzs2sg5n9xraa6g4fc76lqreg6n4kyupw7v,54.17596048
787,bc1qpfgay83wlvj02npfewz6jvkceuxgnhncqx5e5w,54.05495326
788,bc1q46tg6tzwj3fmrzp0u240xc7w5xpzrczyczqxls,53.49079792
789,bc1qed537j9kmta03ulfnt20xq575ycn5nfyn4zf9h,53.05779402
790,bc1q9p63fnesqxmkhzy3u6v622240dyns54zt9q7q0,52.56614232
791,bc1q38x92chs6jcaphelcdmham20atngtzc7wd5x86,52.14362862
792,bc1qtp44hfkp0am6aks7au55jxz7nrkkfatclj59ak,52.125377
793,bc1q20ts3dxchrhcyusfmea836qdvv4umhmz68j5ja,52.0
794,bc1qszzuyzwldmsdug6x58k4jcrv2d5uvq23wtxeax,51.7707
795,bc1qg0um4m32jqvctf0cq3tgqwsrp20tump8y00g57,51.4033
796,bc1ql9f9fz4yqf55ltua425gyl0nwfu0r9xgdrt6x2,51.212121
797,bc1q2umdsyvz9haqh27n5qm4trhu57lgg3f62z7t8l,51.1727
798,bc1qm6de6u8ut255cw5dggx0qwh9crseagz9sx2mdv,51.0
799,bc1qhn2nxzatngx7g5p2h3vemnfnlh6xz7wgcdy7u7,50.9999
800,18SNJweDXQRzjze77yKZ5Jq3isEuKWs188,50.8323
801,1HH316QWYq5oAo7pr2CGAagif78Wdb3qTX,50.360197
802,bc1q69tk859j9j2ad4cu69v58w8kz45vsde3pjcm2f,50.3322
803,bc1qj0ffknj4svjp64ff2w2ln0vpptjqpmqeuz2n4n,50.07429751
804,1NeMusT3aBLR4qd57TZBiRLz52Ave7oLP1,50.000437
805,bc1qv8j63a8cavesm4q4n3r5jjdz3rp52wcw4wsedw,50.00018484
806,1FQWtxZKr7B2v5unEf5fhQW1RZMjMFZXe2,50.0001
807,1Mftq4JnmERCEwr8Du4ZMgGht8HU5YJaaY,50.0001
808,1E4FW345FNmVBZde1WJMZP4XRyqciTsUFG,50.0000016
809,bc1qjyd5lfpduynurhr526j0apsxu8msm3fu57y6ml,50.0
810,1GciUAsvKFKHbGtuL1PjFmyWQcnTETyJhE,50.0
811,bc1qajwacdug0pdjpj0nje3kuuavvq4fepclnts2pd,50.0
812,bc1qsk4s7x7ywsp7ugkds53a8ee8zk56enpsckfw37,50.0
813,bc1q74ut8yq4ate4ux54g95escxzsn5hc4ua42qnxt,49.99999859
814,bc1q87vs98g3caa7s3rslpg9lpf8szwgscv6zsfnmq,49.99998978
815,19E6aVJEy9gKTXMQzp3DX7ZGgEUKGPtbmg,49.95501305
816,1GHC5ivUpTG6qt16e5pD7qEYKA9mZCXB2j,49.84999809
817,bc1qh6qwyc6932jzpn787fjlz9l7k0zwu9vvjultgn,49.82891069
818,1MwBCAgg5hs9xBFCiYgh9hvvtVjUrMdhYr,49.75670332
819,1C3zW1DQhFg5iRVup2e8XWLMHn1kFkrb7P,49.7503
820,bc1qws37q05dgwhz08a99sy9vw7smn82hmtct78ltz,49.75013955
821,bc1q8j9dr2ry4d7fvj8eva3kvjscgsjsgcgskrzky5,49.75000564
822,1GeuNnTpQfWKQ67YUBy4SD9qSgwFcnPySP,49.75000446
823,1QDuwpNqvE4oAco7xwpehBcscGwg59Dnt4,49.75000408
824,1AbK7YjYz7gnf17hvh6DsxuemUmqx1Pfag,49.75000086
825,1NPF4TN5zM39umRVvEdWBy39Ps5dqs1N3k,49.75
826,17GYtLe2K8v1Rjdjv27gpgyCp5p5XSkPEW,49.75
827,1FavFtV3ZMNd2Umi5ethLMZaPi8WvDDyAv,49.75
828,1JZEMBMNaCHgADM1ZU8KWTChSb7cQGw9fw,49.75
829,bc1qp45zqpz0z3q2njuayfdvckql5hl0dyvu2rn2j2,49.75
830,bc1qax5nktpnskjz8eyq7cw5ey02z8dd7xlmkf3u7k,49.75
831,1N1Hty1uNigJzkquyyRq1AybqD4NStkWTj,49.74999835
832,bc1q54skrcyl0eanztznwn3v6u7vrwq2k8r4cg8lvw,49.7499955
833,bc1qkfwgvu52nu4kj7jantq0g2t57tml46xywuzf33,49.7079
834,bc1q7u75eugc5d6wx0v8f44jezf7m3md3u7cv6s9cd,49.6694
835,bc1qdcfd06pj7u47yd28ranpcyfxssyftg0d35hxqd,49.6631
836,bc1qhwvd9mhlrk3d2dqvk83ttxul4uz08ugxgv3st5,49.65597097
837,bc1qmqxkndx8x9mhcxj3pqwyc9j9xvqa32zqz0k3a4,49.6
838,bc1qzcsly2zq2cahjchpwj6spk3fu9wytd7qfu9sl2,49.6
839,1NXbYVWR7sbXrtHxgQdnu7sta6JP3t2Gx1,49.6
840,bc1q4k0jktuvfknwks43jjncy2pp7e3em4ger33nfy,49.6
841,bc1q8unlltlhzlkfvrr992xu88nyk50l8llk3nx0t0,49.6
842,1M3RpQ7S1q1Qt8Zy7AvL2UcGKooPHjHdC5,49.59999887
843,bc1q5zm65gk7lm77460kccq5302cv7qp00jyrjqj2a,49.5964
844,bc1qpmsva4yjyjredd0s06rcsfwv8geahhgdjrexc8,49.57473995
845,bc1qkj5k03dy99ayzpcc9dmv7ggkys6z8jgjxr3e5a,49.57005808
846,bc1qujgg506rwhm3y5le5dpgccc5ltpg6h3eun496g,49.5367
847,bc1qnkx6tqf7jlhep9p7283pscph2m7vjd98f2h58v,49.50061866
848,1N2TMAiUUm8DSu5f4h12dVrqHdENXXbR5z,49.50030757
849,1N5gjPDAfz6YiKmJXfEkiZPjRp9kq5PCmb,49.5001765
850,bc1qu8cq4edqy77twyjqfjk27rpnjzzlckv723520c,49.500099
851,bc1q8wdeat222xm0wcedjx7cwmxqjku3zue35er50p,49.50007397
852,bc1qz0v6nvjhlprt28ny7ht65ccg7mfgdx94vkf80z,49.5000585
853,bc1qs3me04pnv2j463xth27ccfpat2d9ms2a9aw287,49.50002303
854,bc1qamgtlnzya0v9crfylrejgz0t85ngmf6lpg2l8m,49.50000532
855,bc1qk4salz8ut4qyzwfr7j5kehml0ayrsqpkn29vwa,49.50000247
856,bc1q8ssjjrkcdpdj2ej47xakd2z68zv8x9n3583cqg,49.5
857,1GE1LrA2N4L73RWp6VGuHqLMG4PbEumUw5,49.5
858,bc1qysa3swel3g9c8whejwjhav2mfhx9eaufcgczqx,49.5
859,bc1qnwaa8d6g7a5acx67yp90fwh2afm02s8v5uzkyq,49.5
860,bc1q4xsxhml8e0hhl3nmulk9yf3k6mwvk3jzq7xah5,49.5
861,1CFC5HyShUSujVMdUTP5DqLkrwPZmgemNT,49.5
862,17pyGdXPBYzyZN7ghnShjRS8nYwL9aa8TS,49.5
863,1DVh4QperrwqNcEc26DvzHhfsSJxG9BSYv,49.5
864,bc1qqhutkwj2fv39xdtga92uqmr6t7d27r8vm6yctc,49.4692
865,bc1q4cx53f6cl5xncdslz34d5vflkrnqrrn37z7q7r,49.43316763
866,bc1qutzmwgxda5ca3shmclpypssefhu83lhn062jc5,49.27817392
867,bc1qy3gur5eg6mfwgztwqmnqjszlcxq3z362hffjgg,49.25008082
868,bc1q6tjnmpl3qcz9vd59t9sq9evncf4rv9g9sysfcw,49.25003274
869,bc1qe3rvgvvscex2sqafnh3sndgguu2hzml9djvag9,49.25
870,1KZBhVBFp5qKhaPTAovoEKywYn1NrqhLfK,49.25
871,bc1quwav3hn9rh06hth95ttlmu79mxsfur459sg98l,49.04384071
872,bc1qpppg4cuus03r6ra6tf4ueyg67k28j50xxj0vag,49.00009706
873,bc1qf9u38gvvmq87pgkzj8g77y354fn8znxdn2gfh6,49.00000486
874,bc1qhue5jq7yqgc26vzm4mz7xx8rxwt9vgpqj9zldh,49.0
875,bc1qfu72z9k84curddxnsh9ywu2h76ppnyp8gy0l69,49.0
876,bc1qpwwcwdyrawqr436jrws3eg4kv6dm8s3cfmvwma,49.0
877,1AhMu7GUXLQ6stSaK6XaUWDCYux8JhdZti,48.99999775
878,3Aaf8yJRSe49ZULXeQ3eECZG3VozpvZJGz,48.99999485
879,15wjoH4wp1r5KBbbFRurR7sgdukstCdMY8,48.99102942
880,1HDnyXNSJtgK1THvuLb7dd5AXW89qNxC8Z,48.94985751
881,bc1qmju9rfhpp5cmvldklmzredxnvp45fyhdcemnl4,48.79999724
882,1K8BLB2xyeiS61LGhmCxU8qEQAqFZGKxjV,48.28898488
883,bc1q485edpvvk449nhkk03cpf662jnd63whfm7jd89,48.132059
884,1NppkZKPx2HfTU3GmiDTY7nKbM2fGHbFYv,48.10715825
885,bc1q9t2tu3ev4g8ts6vtyd22gqcvwv7lslhlwp3wcy,48.00013679
886,1BFH3J6SJUByVudxgwvC8zJF9aJtfCG3fr,47.99945473
887,bc1q8z62f5yqr2cg97l0thpljkm9396kg0kndqsf4z,47.881059
888,1LgAKJaLsrHdkThGkuHMYPUV8yn4s8DAr9,47.74999833
889,bc1q9j8kdxw0rmqzf4yahpw7nsnu8u7cknvjtsg5qc,47.57192511
890,bc1q27paxvqd2yzz06htslq9fvk78hvs6g30ln3mlj,47.34152522
891,1H5KYowWpCMUS2hrxBiT1MuYUufhJgcUQ6,47.03988194
892,bc1qtuh84jufuay7mq4ufywztkfq2sxjfggtafx3f4,46.79163
893,bc1qjkthm9463scjdjxq85d0eg5sz5m7zqpfq32t3u,46.64990793
894,bc1qv22jytjntj72pzhu2v6zt4xev50r2qwyjmyj9t,46.56189
895,bc1pufa429lqrsz9tkkgu2ns6vrlvh699xt0yusqg8jqjzfrfhvfz65sna70lj,46.24686783
896,bc1qz2u3u3ekdmtn0pd4yhjlsjvhzy6zu8ttnjssl8,46.0
897,bc1q35jvsch5y9tt0tkjkpqae0l5f8qk059ergnmve,45.45364304
898,1LBaKhmpo1XugseeJnQc3QbhruAWq6Cq9u,45.2757176
899,bc1qrjjmd82562jtj9tsl3k2zhgcrqd58vszlrgjnv,45.20310649
900,bc1qt83j2qvpmp9pcldj2fvsd5cqx8ny5je8yxy5k5,45.1649
901,bc1qhv4ahj56t23mm7v08vlq0maz8ew72tde3qwt5m,44.6954
902,bc1qt9syhgw5vfalwe39jz3n9t259rpvsjvtrrkfd0,44.55000385
903,bc1qxt6zpkq87tdjdk44cjevw39d6x3kjul8qk4lkj,44.33729153
904,bc1q0zcxve8d82kx34f4y3sk88meunejtkn4zjxucg,44.0727162
905,1P9XXfkQuEUC3BW1bqP65Q7tF4HCi7WP1f,43.80037692
906,bc1qv7d90af04pyjmf0fey3udclugjpepv2pf6shua,43.54415858
907,bc1q89httcckf7d4g4pcgxeewgka4v0zd65eychwps,43.4784
908,bc1qn55dewp6rru0pmy7qqq9477d0ur6zuk63fxzys,42.7175
909,bc1qn697uyu5hgvl0mezwyeej6d7yregd6u733pym4,42.6819934
910,bc1qfckj86882mukuffar7qysk7xeeva7ds9aw9mgq,42.42862334
911,bc1qya2qgy2p02hcmvy4aumjms6tdhu3avzqh30fjl,42.39509722
912,bc1qxkl3ayw9edx6jsryp8srgde7jhncprrjgx45ya,42.35797679
913,bc1qdjn96eg7jspx6yema4cfwxzu7239xhnuy4wuw6,42.3297
914,bc1qs5uwwqkn05gzwpm8qcdhth098rlqu7xu552xy6,42.0
915,bc1qjgslkg4u8gt7qxgzlmggq5xgfu4mp9tanath36,41.79870336
916,bc1q0dejhj2syjllwgaftjecffu9ewwwdchstue0wl,41.65984768
917,1KnGF4DXyq82xBKrqAHMAhoW4CvQFDHSPv,41.55434157
918,bc1q32ccme5gppg88h0cengfrvf6uc8qz0lqsr92vv,41.0707064
919,bc1q4g3mygl55q0y3d7a6qlmpvuuvwr7ny4uy7rnep,40.7404
920,bc1qw3fl5ryl9vjrdfgeq6wgf7mqm7ge9l3l8ju3t8,40.49707027
921,bc1q36f3yzlntza7uenfe7ja3qffyjauwclq9ntha8,40.406092
922,bc1qkzzjm8kusxr75cv59w30xhme3a28rt7t324gd8,40.2725
923,bc1qve7m69khftfu0g4j2f6ykf4ps56q3jqtetwn6y,40.0395279
924,bc1qkphuec9lzkrqapuur72st0wm58srjh9ldu0lkv,40.0
925,bc1qp63arxkmr3x0hmadmqhqmvdyv4ejjrvf6yv6s7,40.0
926,bc1qwcjd3zgmgmxvs4f2htwyau3s70r004n0ay0te6,39.99999759
927,bc1qlkh6d8waph0u8alqytpmsshd9ua5x3dftf7f7aqd9zdtv073wmsqj96dqf,39.99998712
928,bc1qw8velhywpx4lala5nnkka3m9lsggqds747zr94,39.69318899
929,bc1qqanetpp2fzfagmys009y9lpk2qevklv9434thc,39.64719839
930,bc1q0ehmezrnvn9j4acgkq2fc3qczjjhmjyfyp4pen,39.60000276
931,bc1qhrhz6zqfnvwlu8ahmfgqszufy2xa2x36lc2ttx,39.54249542
932,bc1qvm8jj4j20xp03s64dp7s8l9shlrsnlm4lk7r47,39.5
933,bc1q6ukdnhcg2x7wqra43qxxh3uqta39sua947rkz2,39.29
934,bc1qtz0hhyar4etx6z0w2h3e3a5slnvhyh0h0pg7tz,37.65808602
935,bc1quc44pllhjptjwf04fpqdn3ug2zvzrq9l057w4w,37.63562924
936,bc1qv6wwz5mq99fkkknsj3pxajzwd6mza6jh3gtr3e,37.619859
937,bc1qhkg5qcka9r05r4rwp8tnw9jx7c20348fj63jd2,37.51749079
938,bc1q4dsnm0r9pvglnpc0wu2rljn0y76qlzsm5uvpj3,37.49633968
939,bc1qf5ghwv0r3gd4fxn0ucf6j0efpqzzr9h77h7qlg,37.43147032
940,19Jg7k6LHwUb9Xxgp5EWrtoP9n5Bm5Wgmt,37.38668772
941,bc1qvjaq8k8m2uga8nv3j7jxuk8quar7ytwtx2wdmx,37.2207
942,bc1qd5l3jun6kmpg7mgsu57q9h5y447nc06fpuavsg,37.0241196
943,bc1qjah2j5kh0cr9f8lcjz5qfsn56j9hap3mgkwrj3,37.010244
944,14NucMQ2yzqL2X9UHsr6qCPVmJXxu2o7VJ,37.0
945,bc1q6qrhn72689p0n9dxkt6uhl857yean6hvl7azgtd85wvevzewhf3swwdtm8,36.99995394
946,bc1qh4shxqpcjnw5c04n0ysggydu2kdzc0y7gkdgxz,36.9742
947,bc1qag9fvhqx6nf8dx6flpt5u6ls4yaunxs0swrst3,36.79934231
948,bc1q73w3wl0gqajsm8a0dfg5n4ymjflp3t4pxtazne,36.2087
949,bc1qgqkkhn0zrjwx4y7mkc9pg39rk5ffrxjfkd7pn9,36.13269697
