Rank,Address,Balance_BC2
314,bc1qfanlfhvnmx5n79wzpfefqx5h6t223jcxj6w7wp,556.6685
315,bc1qvd7h69lvr7zajxaua87xet8a565cv86525p25m,550.75564472
316,bc1q00e9j42d5ngs0uqh55jfg3hghqk8cx602472xm,550.712
317,1JjZ568RjapLV7pBaU12AydCk4vyZJSpWQ,550.048825
318,bc1q08t705dwu0ynrp8u7dlezf4um3sryune7wtp3z,544.6487
319,bc1q5lwm0skcf0pdyue8447fys3c53awrypu96zk6x,538.0
320,bc1q5zhfx40vyd2vp3wn3yt89klv8qur4t77uhanh5,534.774203
321,bc1q4nqntksvzd9k52sngxd7czzregxqga8er9kh5s,527.9502
322,bc1q89qyjryj4a32hhj3cq4ngmnmlg29mm89vgsv0k,525.0
323,bc1qhzgvr67g6dkw9cn68542evw7avsyrpnjvm8zfe,520.04729436
324,bc1qq48h4u2c3q4snl389nx746c9uw95aws5hgedq5,517.5461
325,bc1qls27ptrc7epc9h9mzqfft9sxwydzazu7epe3fx,515.324
326,1DCZjrd6mNX453pj6KDqpppwAiF5TvE39K,512.789999
327,bc1qlc896z0jvnurstn2pc8r5au9uwf8f0g9khaxsg,506.26637956
328,bc1qc5mnp0tvrgqvwhs3jqn9quq502l8prv4z7ytq9,503.0
329,bc1qt5vt48mn708tj8v5w6n93zpydx24qy2qvv2qd6,502.7711673
330,bc1qeke7a8m74gqr4jsnuk4h2uxqyakfkzs98mhhh0,501.81608188
331,bc1qzzmlmqg05k5dgwenzkgkcxkn2atjz8fj03dq0t,500.59397767
332,bc1q9phn6tc7vzk94l2r4sj402uhew7nvfxt62vzcc,500.05039687
333,bc1q65qvfvfu7vxxrvwpjgw39dn7wa5twe08v0tnu8,500.0
334,bc1qg5txsxhpna5nd56jhptrte8a5n2kk9xnuwgpaf,500.0
335,bc1qum3tfaswpkpzfhkzwhnlx6q4rja2qkv4prn67d,499.99993868
336,bc1qx9q9k0zg0u38n74v2ctuvd5ykpwvt7862m2rlw,499.85877562
337,bc1qfl5psnts7ca33xfrzurf9pxxxz8aljc7au7d0h,499.61777727
338,bc1qykt2hu6uzdqu9j3a5c79q3w0r9ayranneqa3zy,497.463
339,bc1qqjdk55n229hmrqdquh8tz3mvsqgrvvsl2x2d4h,496.86891661
340,bc1qy4pm3ea5pvwum644cvphmnpa04dwjwyl9xcher,494.7464
341,bc1qec7m3h7evkk77fsqtdmresrx6m07w2rkw34mya,493.1378
342,bc1q7a9slnzznnanhxmlgrk6hjflrxqh75j2rp5ymu,493.05281
343,bc1qtevukt3l2wcg2s8hkjglre94u4ry8ldgycd6am,491.74232943
344,bc1qf6c87k9wp0q2e83p89wvldg0dxml6x283rvrjc,489.36
345,bc1q3ua4q3yrs27je3dgeqveq9ykgdjh2vd2vsfq5s,485.0
346,bc1q5lsel0zctdh5c694rkdfq6h935p89yaqkxdaq8,484.82303714
347,bc1qq2w4uxg5sx69cg9h569u73wd5xxa8wt8zv8mm5,483.24821
348,bc1q0vsy979fmctfea8g4nd6278l9k6vmm0q80slar,480.6021
349,1gaUkKnNzFmARU4JW49AEqNFV5EbWURqR,473.97427633
350,bc1qmrzws6fcc270nezzz0vjlkj3yhdllt7j73dvlq,469.86138757
351,bc1q7dnajt808d6nn62262j5ef0e9xy0f27lvjhlxp,465.3222
352,bc1qr3j8nctl9fhdkqc2vmlr93rmfsxpf8vua63e0w,464.0518
353,bc1qvc7cs5dcxpgsecql2m3aw753yces84fejzyyhf,460.38
354,bc1qxghkcq849vvwzvjgwq702dwm0uf4tgrceam62h,460.0
355,bc1q7qpw2kep7mtw40z06qptkycjd6580q6dc23jx7,458.0661
356,bc1qqxecerjalyyhqfg4undvuapaqzkztdpk9gv0jp,453.0611147
357,bc1q4shyxjqrj8lcldu0gx7j0qtu9a5dfxhxcjpyms,444.75088536
358,bc1qnxa3aadzd52vzdjfm5upzjc3j8jh8w98vl6h77,443.49953887
359,bc1qlfmyqpezenxn6q7w5ds8n8xehg59eugen6q5hh,443.25
360,bc1q07yv9xryukcpecu73nn2smvrp3xutvq2zzzgjf,441.21148705
361,bc1q5gdqg7j4w4k9knnlyfc6zlyuvjcmm32z0ml74z,441.0
362,bc1q87qpadzhf8gq9q0l962qrnkny2khws4vyvfzla,440.46558978
363,bc1q2wu5wu73a7fdkaff2pw4nxa3fwdy2da4zm459m,436.3386
364,bc1q24y2fsk2rur6azwv3t7qrp2dnlaeshf898fkg2,434.7324
365,bc1qzqv4uqfmsdepff9dmuhgcfx0u3jx0hydegs78g,424.45385393
366,bc1qmm077xlpf5qmdxsrnjsdzqpnu2a6m59uk94ft7,420.5663
367,bc1qvryqjhp64hsrww7k267mmxdmk3my8k06hg3ad4,419.0
368,bc1qfv7t8mep0tppekpgjwpu299azrfdxujf3fm2ak,415.89561
369,bc1ql5plcejkf82wa4m34qqw4n8dhjnrqj389c0x0t,412.51050114
370,bc1qay42vtldm7pnjlahpzndq7m22wj4csj9sy6y5e,405.0
371,1QA8Ng479sqXuzuhbz2CSVcmi2uzunfAQC,401.66186642
372,bc1q58zvycmcr5n52whuf0hkgkv70l4002cs3q29xl,401.2666
373,1DRVCUvwD6L8UN15UTmyp6UPeiQLoT7nFG,400.00107354
374,bc1q7ejjss43mqflfxtylgvzakuf83qj67nwr94a9s,400.0
375,bc1q8lygv68dap5cqymlnkz8lc06w4um42s9uzeznh,398.49032707
376,bc1qt7949mjnkvmyj6uc42fyjj6helykq929gxjvxc,396.0
377,bc1qkq9s4nqhchvm3z5722tle2m2f78j8g0cs6ghye,396.0
378,1LUCjJDKtHzrnxUtL6eYCQjJtGYXTyaeuq,395.50024129
379,bc1q2u0pfngacm74dntt6ru5y9k8xf4eu63h9n3erg,392.25678218
380,bc1qyw8aerk0k8lfzuzatz88xgcp8glf6wpg0xwupt,386.1031
381,bc1qndgat07wqalm3mx0hlc6c94mel7c4gfquxlhcg,382.0066
382,bc1qcmwxzc000vfrduc6nrxxs02vcvhcv0zp3nxpsr,381.71
383,bc1qrgtktflhw25ve0xwan49r2w27pjdfmj8ffpy85,379.99970033
384,bc1qawcczt0xwu0eecc3mxv5xpgcvh8d33akhe9mqn,371.34271781
385,bc1q4dfg2nxnxgpxxf5lq0cmgysjpjmw3ly8tkjc85,367.87314399
386,bc1q3s38rafn89exqd2f5azr7gvvjx368xld2ctaa5,367.0917
387,bc1qz3397yzz26l24nkjcwkcuggzpx25xlyjvrejuy,366.105706
388,bc1q8u9qc42as8s960pm233mn0wdxf5nka4ge2hukk,359.38003053
389,bc1q3wr7m0pg9ucgr6fh82xrzhkpc4u7xt765sv565,358.1226
390,bc1qt54rlus980u0h3cvd5pfmmgn9dpjt0842jdxmk,356.58
391,bc1qcgq7j5cdmyad79nmjadfzr4mvat7e2nf0s9sr6,354.2733
392,bc1qf3kd7akxdr420qey9q0nzlr2zhc5a65rmykt8s,350.33571669
393,bc1qvqn5wqykngv5n4xf6mkrumq3euxze3mesj33nq,350.12408799
394,bc1qpwy2cqjl25avcgm0hay9c2qmpx2kdryn0g6utn,348.25001755
395,bc1qsx6vjv7z63t4ah0r0ss2274mv57gm2unrxuylc,347.2003
396,1N3cUupL5ZFu7SZYSysQwMeQ7S1a5XLD7c,346.50009902
397,bc1qwpmayuqrh9w5cudcpfnfk4vt08hhjtkpq55trn,344.52121127
398,1Bt9KyxNA9LKBPCuJkEoZyLGYSgNrwLpTj,344.05592853
399,bc1q5pw0gnmmvzhpl47heydk35fzdp0r52e9uhh46l,335.44008363
400,bc1qdf5v2u9vru4thqhtdqcc3ssg6anglu2c63as8e,334.99998978
401,bc1q7nnwfum8wqdmn5ex73tnnmg0hl03er37urnqwk,331.9789626
402,bc1q24f4w8lfs6vk0300p0tfj3xgawujmd2l4gk258,330.33093242
403,bc1qz29wpa7cx4dj57lcu0yt82q6tfzll49ll42efx,329.81507
404,bc1qauvutmm2zh8m6s94wayqxat09w5g7f055ukfcs,329.0024504
405,bc1qcl96yss7ver3jzwa3c6wjkx6fea3rcnamrxfup,326.0060547
406,bc1q9xa9zm5z03d662ycpl399vzj8kfcqatkppts98,323.9808
407,bc1q694r3hl2slvau5gs66r6nntv7d0yvvgv26sv0m,319.56701
408,bc1q38gc9y9dd0u9faqy9yfttuyz9gxl3x4930qp0q,316.94310792
409,bc1qv56mpcan3yvrv7tp0jjz5m46d2m2398w2hm4g6,316.51080883
410,bc1qlvp50v6u7ecf0gn6tvr46ywvgvztw4mq3awv0c,314.20741308
411,bc1q3mjcsjsy973rv70084qe6q2v4msl03fwdwmuzk,310.9999938
412,bc1q8etzp7k4w8hm80jqdw0p7cnjq67ad3kedf28r5,309.44411461
413,bc1qqw06zh3673m295p2ewk4s7s52a30q07rll33c9,308.66975817
414,bc1q299hapzj32qwe0p5ueu30aztxmft2fdh8d2y9s,308.0
415,bc1q6c0za9auuygytmvhgjmtk9ldp2sxpt82m9qqpt,303.37507956
416,bc1quc8g9lgdnq00a9949ruynzm7e09uv0lu84gjzy,300.85514087
417,bc1qd9f9sy54gd2wyf2ex98v3uff0qt5kpprelxtfs,300.15655553
418,bc1qgrr7dzx4wc8r4lp4sf7c5jzytfv5tzcvad720s,300.0
419,bc1qrhdrh5sj2a6r8r572835vk4ap2ewvkhlhxvwwy,299.7
420,bc1q9jxgs79ppaaauf487j04e8sk8gmrmfdq4uavl6,299.4
421,bc1qulz5vu65lpyuhn7e06kdk0xss56038lchzvq2x,297.7502
422,15XrthqWqR43GB7X6PBdffZkicpa3NcziD,297.00084538
423,bc1q6sv8jeya6dwrmxxfa67jrgulsz0jyzj6n6hhue,297.00044767
424,bc1qyu6yevlhk9jj59f99exlwrrn4qclg9f6p3g5zm,297.0002
425,bc1q2ypuy2a7lw8uswcxaz5mchka2emee36c78n5u0,296.8643
426,bc1q4r8rtqafj5y0n78skmdagrapek3mfj9gnrq2p8,296.51528187
427,bc1qzcjk567ef3p6semgrulqlcglrwylupq7r88vd6,295.68522914
428,bc1qmhculc6hvqudz7jfkv8rnj8egm6as809e776rh,294.0003
429,bc1p5mp3wsjmee6qu0ne23smt7qk7qunh6znwx7g3k8ptgfth60n2l6skhgzav,292.5629
430,bc1qrefw8zadydrlj8uqf5cde0dzmjpc9sumwj4s3x,291.9999989
431,bc1qhzjq28ruwpmmmap2sky0hlsx40heflgycwdyk2,282.99000153
432,bc1qp82zz9kaharwx6sx54javhg2wkn8pkwm5zjvuh,281.59999792
433,bc1qpqz4wtav0c457aezz63vhhdfsa4engu85drnr0,280.85981848
434,1P6jfH2vfr8nLrXk9zESre4utqQALJvQ74,280.0
435,bc1q5efcucxkm90vyer264qet8xlp9p7q75vkjsmwf,279.3521
436,bc1qc8pnvrkhanq2qqk97uw8auwnwhpmw909dutzs0,272.82832
437,bc1q3z24gzes5fexsg60ltw58s06tvy3nerygynxge,271.09784657
438,bc1qge8ykylrcn0yr92kpy9x2f3xr4anxdrpmf9xfx,271.06353545
439,bc1qan64a06eru26tcxugqysnewnzrqqrmzynquyad,264.72438634
440,bc1qyej7jekk2hw60s5xttt6t97rwx83kyerqftwnz,261.1533
441,bc1q6lec6ltpezx9qk38jlka7r3f7jn78em6gkntqt,259.432
442,bc1qv7fvyc2rahcjeskzquzpxfyt2d2zyfm7j82qd9,258.37859
443,bc1q8m5a8dhs8y6xdcwqyqay3yp2js3kfpqltzf7kx,253.8032089
444,bc1qdrmu65jkgwepenwzw2hzfqxajsdny92yg9euyd,253.1640989
445,bc1qru043svnd9fhnn94uechtxktmztuj9h5lpmfhu,253.0131
446,bc1qad9z3nn4gdls5lx7wu35rk99m5gtfra0jw8ne7,252.0388189
447,bc1qvm3960rt7mazgtnkzq47nrlx8dg4tfwaq8q0qg,251.78581324
448,1D13ByjbXEoCBP4WxaxuzsGBHNxTwimN7e,251.70211284
449,bc1qu0x54shkqzae8986xk8arm5j5qsukrazyuye6j,251.16135377
450,1AaoWQy84Hnakyrmn2BHF3bhXN1dpVHSt2,250.24557018
451,bc1qcm464wax2wtu0vtf4jwqscngx2dv38lzl2dg0r,250.09367411
452,bc1qqclz6ktkwk3vhe7yxe0l2a9l9zvhsurp8eczpl,249.99999859
453,bc1qp6ku6m32a33tahpm8w9tuetcfdua9jnzp9g5wa,249.99999859
454,1KvpCLdDMPeRR1eazafWnHZDUTe7mNDwin,249.4744
455,bc1qr9wvjgzfqa8u4rctd2wlpacqrlejvq5rpshv8h,249.3752
456,1BuWCqG3n61LG84o14RFLzaovf2PjrR1UG,247.50068958
457,bc1q5xvtd05n06mpgjjehmxkm3s5qwvua2f6pkvtgj,247.1776
458,bc1qksgvgl709jrtglvketds2p8sgjt2x0x7rk7u4n,246.85400469
459,bc1qsvcxesm0dq5hmjwzl9n5u87f6utduhk32xk4pt,246.6917
460,bc1qtjv6tw7fh5qextjkdrp0ylqm7gqpnnzfgflqs9,246.2503
461,1NFKdscPjxYvYASAeRou88FSiR8fSJmjvL,246.25
462,bc1qecn4yc9ahyeg2n52svlydy6j38yyq8hcvwj7fv,245.0
463,bc1quwu3cvy7yhah3c6jq98rtkjpg4zgnhesrpj2q9,242.0
464,bc1qekde73x4xl33f3qe8mrq3lq49q4vas9wd9jqud,240.54367495
465,bc1qcknln57dr580r2mjge9c7xvqajvt3snrczqsw5,240.47348823
466,bc1q9a3pr37k6jlpv3pm0z2040j7vfq2uzmsepk6zk,239.13795146
467,bc1qcwn55tlfwh9ze6xy9zth529sh7s7z2wvrpapq8,237.2271
468,bc1qd7mz2r4wr0gsf95z5w4dejpfxped6mqu0c5ewg,236.799675
469,bc1qfnr8hmem05wnc7067lk3ae9hnquhd30hxptvpv,233.483646
470,bc1qsmrtps8ak8kqlutqtum3ml5xrvs5ptpkytde5u,227.2158
471,bc1q5tvglaz5dsgm0zaumj6e97fdckg36dksu0vxn8,226.0299951
472,bc1qfvhcmwp4hfdgeyhqwsu75sph79vrecs8rutmxw,225.494388
473,bc1qn793el8ymha5yvlaaunsdje30xz7nq94tjzxfu,224.744356
474,bc1qam0k8qlpxz2gxn9vrmtteafcxckc66kkuj0873,223.11572766
475,bc1qdk89df0pf5e7f344l3ma3nyql3c7fc85w7qcu7,222.12247659
476,bc1qj4t6en6w09a3n3hu5fh0d2297q7jjr4qfjm8a7,219.4746989
477,bc1qpp5u0v0e5kpgv4h8nyx9w5ewusv6ft92l8sndu,219.06736347
478,bc1q8zke9gclp4hepvlggv03c4yamappsdlqd6jxph,211.82346653
479,bc1q8dlsszysfh66w4vtm2dw28z04mfv8eyg3eeehh,210.66810812
480,bc1q99cpxzy54qlqgyvm9ackhyq8qlv7gaten4nvrn,210.5094
481,bc1qeclephw4p52j74pupl6j3ye3gvkrmure00d9z2,209.7964646
482,bc1qdww5vwghzh8h2fn3mewm55npz4wsqwdt60q3pu,209.3260386
483,bc1qaz09w5raczc2czj40czctjc3lwy8nzh8lr2hyu,206.79999859
484,bc1qhme6get85edttpaguyhajx9df80arkp0f4hlnm,205.2067
485,bc1qfd7r88jhtat5xen6yfhs7fdmm9sj7wjn4vxu7s,203.3452
486,bc1qmfljxtn6s8rrthshkpl34uuprj7z2seyre8ku5,202.67141319
487,bc1qghsf60rgv53zktkcrn250p6u2dq6ndpxgzrl4p,201.6937089
488,bc1qngejwl5tj533aauxcd3r572huz4mkg2970zry5,200.639
489,bc1qh459dej0jz4f4gt9c4vz4vt63h9xmghp8gn8fa,200.33644586
490,bc1q34zvwnhmccwl8vxsgja5q67h8nuhk80z8x9lr0,200.2999989
491,bc1qlm7zd3rm7awm70l4ndxxcakj53fmt0ln3d4hfa,200.09999859
492,bc1q6spmz27gjt8e9vyr8vsvk6qr894zc8dntnxe7n,200.09999859
493,bc1q4zgm03k0s5zmst9nqyatr9fjtqkpsutud0fjvc,200.0
494,bc1q05epmy6ftjvs9yywxh34y57wrp5uk0x00wax8u,200.0
495,bc1q08s0lxxu64rwq6pacv3dh206cydyvamyfyqrjc,200.0
496,bc1qk4a633j277pamfchx7v4kjvcfn6y5me06p79pd,200.0
497,bc1q6eukdggq3kc93z22cfhcpjndfvp7f4qf3kkw47,200.0
498,bc1qyfneam5swnvypapx3xqj5ck06ymah8xxmeqd82,199.13413831
499,bc1qtqmf84wur5xhlaqnf57xq7xv55t09rlkmsy6pe,198.99998942
500,bc1qqy6xksmctndqzu6ks9vj05mrjezspe6cnrxf3q,198.05150205
501,bc1q5ha7fd0wstzmkteedwrlrkk3jy2kkuadc5ujhe,198.0000089
502,bc1q5ge8dmrwwchrc344f8tm6k3lrw3qqdrdzuv8r5,198.0
503,bc1q7ewptylzxr558yltq7vufvat83fn7j08kz9dm2,197.76655173
504,bc1q06ek4qj4dmvfupxy5spk0vrmx5rtun23ns0xnt,197.75007556
505,bc1qv9hsz6gn2vp43esfkzgfffy74lsjq5mgngyrd6,197.0002
506,bc1qu25yu2z0eg3w2qlc54mggtw8xsr9cpu3646zyr,196.94179
507,bc1qtsd38dnavwgyf6v0vhn3lv5f4arrpmxc7n39gc,195.5038
508,bc1q4qs72045h8pg20m5akjgzh3hsdypn22vkdhwuc,194.88910888
509,bc1qlxexudfdhea5kkldnsyr4yelu0df2k3s04lehw,194.4457
510,bc1qdfnqtemxcxku0v6vm4nv236k4va5hlmyaqcjl4,194.2
511,bc1qzgmn7tyy4v3eqjd7n0v9lrms458aygpswlzmc3,192.0
512,bc1q52p69hdu5u4pc3xj0dzcpzqwg0m5yeut5yeuue,191.2697099
513,bc1qfegjm6rk94da0r4rj7h5zkrq3qd7f4kdsu5xty,191.2000089
514,bc1qpt55l3jqlcf27k48g5t57q2gl2duqjwhnnd5g9,191.17100078
515,bc1qkx2699rzhwu64t4lk4y50z7vffh27j0qmqc9yh,190.0
516,bc1q74ta68j64jp9jgntrr7dglf594gywf33a7c755,190.0
517,bc1qajadl3mnc2esds42dzjp824vul8zzxm3m8dkcl,189.77652456
518,bc1qglle7ejjw7mnqz3fzy84qcvx9mvkahlntxp5qf,188.29397455
519,bc1qc0nyffaj7hxrq7rp35mffa37677csx8ynrt8y8,187.54240741
520,bc1qd7a9w3dpv0nthx9mdua09y9eczxxmky9x64tgf,183.26116587
521,bc1q5urp943guayrk8xh2tlwmth4pmvwlukjcqmv2m,182.6332
522,bc1q6a4v7zvtdcdkpqnavswt5rkphz7nhsmhwj5wfx,181.5332
523,bc1q03qs0tpd4u6v4arryvu8fyfdda3lfmcg0knwqs,181.449
524,bc1qv58r2sv6y3hj3t6cvwrewevrearnr45wtqv5tz,181.38762
525,bc1qg4fa6xtyk70rx9w8tjp4vnxf072sgwqrkpegfp,179.0565
526,bc1qrk33lqyqfjk9pvzx0zn7pajg2ulvp49fhsavrd,177.97870426
527,bc1qazfaux7krzp8pglwgm0r5a5nse2s56jaddq7l9,175.5434
528,bc1qtnnsqz52hmxqvy6pyz30axwdg6uvsn4fggrp4m,174.0
529,bc1qx3qp8lte2xxwlgw8gusqy4uf3l5fl623h9fvgx,164.46415109
530,bc1q0d44xnchgkl5vq3q734m3v9sznah5n3g7us0yv,164.0346
531,bc1qu27hegpxpqc89v86uvzp3vzkylet3vs6lsjd88,163.0
532,bc1q09rtqwv4hqhg0n9ewpngsr3c4s4fp8uu4agsy4,161.29514251
533,bc1qszu7jt3f8wzjzv3mnau6llcvk3cnfv65fthlaa,160.59606565
534,bc1qj2wnnwnuhqjg7qrk0cl0gy63t2ld7mlgh57c3n,160.03811
535,bc1qkfvz3mecnzf535pu6xdlex2et4cqa8thwflgks,159.08424678
536,bc1q69s7lsqp3jtppg7cm0j903ct8ckcqc3w5c7re8,159.00619792
537,bc1qc8ffgrgpk72xdganlvwfgxwh063ejyl9y0032h,158.0
538,bc1qckhzq72f0yhkmrxcxx7cdmdkary4aqxxa7qfta,157.88913306
539,bc1qj20tg74uh8ma27pqdxrvmtdvsdxw3admn5hphl,156.0858577
540,bc1q0ysq94tjghs5xpcyl8chsjzeml4tv67mjv9w8m,155.29837878
541,bc1qhyn3patkjav0kh2j0099hkv7lrfy67ftpcvfwr,154.8
542,bc1qzza4v0zxx2me6zzzxc83ld84dz2xkgc3dz2uwu,153.8788
543,1D26LQCxuG7dLfWeSxS9WS1wEFystqFTLD,153.53588527
544,bc1qdlpxqwnzl6lkhyc2x7v2yhs35lu9zmy058vllz,153.49001936
545,18wnmvobpaUyKu1rP5rBoQZsRktCqWpovP,152.92786574
546,bc1qa7fxreay7mr6vl7s3adqah2lewxtway8z757nj,152.58494311
547,bc1qw29n3vuznw8qqflxjpescmekvd9yec987ut762,152.3146
548,bc1qj8qecfkme943n7snevsew940df9az5fxl05cpq,151.86205121
549,bc1q2qwjudufwyqlg9ezmjvuhwzmm2dshs4d2a36ph,151.3385
550,bc1q3czffeutwqxdfnsqz0qudvkaz33t837td5xawj,150.9354
551,bc1qgejgar3h3yc7dtqrgkwzjymrahmhgrdkwaed3p,150.64984015
552,bc1q744mxn4paq02uv09x20jpe26mqdk29y0886kak,150.00376321
553,13WMNLMU8RpWpuEa7dFxLskYNNSwzQMGFk,150.00048952
554,bc1qderscazjexg7h6fdqwut52yzjfqffcvwjvujmm,149.99999859
555,bc1qdmjjn05lu07400ecve4s5qv02pq43fxcvcr53q,149.99999859
556,1GwrYLWB5VYh5xUm3dpb1jZ5WTSuTs6mZV,149.625
557,bc1q48k062s3fxl63yu6wl8kq2svl42uty8q2mnuza,149.25003929
558,bc1q38y6qzengpef6llhldman4ql2slnxmeakrth73,149.25
559,bc1qwndc7nekv29756ctc4cumltlyvxmjyyzahztrg,149.25
560,179s9QmrmCV1H2AX7rCpfsuchFrc6Ad4Cn,149.25
561,bc1qqfvn8x7p4c2ac0zz3jhkkl50x0pvlw0uqpkvv3,149.1942
562,bc1qgcqk2vlvlxjchp2hqz7w05hg3ryvja92ml3zt3,149.04999665
563,bc1qw7krc0unj5uv5lhnwjxlmax5dzkjtuptw7djj8,149.0004
564,bc1qpem54d5wtmp9mjpp5lkqdd4qs3sakssswz54s3,148.7504
565,bc1q3ftpu5r8d0q2wfhmmcsch6fyedjc94p2j34pdx,148.50006992
566,bc1qkh8v36h90l4te0jyrp58elff3s7lmzch609t90,148.50002988
567,bc1qx8nawacnzxk7u78m0qqrxhlrs36guttva3e5vr,148.5
568,bc1q7c7ekvcgmh4gs2kckcl82h2mjexejxxup89w5k,148.0
569,bc1qs23dpcd7gg2tdqgj20kwxl88yej3s9hupn55jn,147.81998031
570,bc1qh26qvatpxk7r7swa4qvu8aax6ulxsklhxzdrl5,147.75
571,17LuNTLJ4tmmUDyRrFHGCdpuT1sE4st1a3,147.75
572,bc1qtcm8wkxll6pnvljqza9yu56567lnezd99pf8eu,147.5037
573,bc1qxspg8gcvfy7tw3h8hmx3uzm6w02rck2z926uyq,147.0011
574,bc1qecjrzar0mzaxrfywa53a3x93h07ad89z4cfmrn,144.68636199
575,bc1ql6ve0l9xjhmzzwfuax5p8alzxm82cljxpn9wyz,143.85868456
576,bc1q0e2c6ulzv76qmc2xguudqv929f7ysl8pcr9h6p,141.74524737
577,bc1q36t2fjln3aug78wx5jm6ny9293ljqu7mz9dyty,141.53717427
578,bc1q4xcmuatrrtuafwf0vp4l9nvvp96g54yml0ee8v,139.56137993
579,bc1qq7gntkklqmvjd6e47gj3a6whqrj7v7eaap2wc0,136.69892712
580,bc1qnz7r6kh495ht7h0av49evltxkwyhxlupgvcywg,136.1197
581,bc1qc457gkvzrl6ecvtz0p82jueg4lxqz7mp2amejf,136.0
582,bc1qxrkjnnwyuxmqpjnf5xaf6535434qelvrhkv2v0,135.18897
583,bc1q59x856ee3uw53ke79pmqgzrn3g5cgnnz2f8rv4,134.98381122
584,bc1qasaed7nt4lmm5jpfxt9pl08sjjmh9pn7fezfe2,133.18631869
585,bc1qzpg8xqgeeyq5r49f9jegqzy340cyxrggqnk0k7,131.99998502
586,bc1qw9jc6qqs2qyfjwflvytg7paq9rz6eun3zkhqhw,131.97542658
587,bc1qsss5rcdc9d2gmvqnpvgp7zuujdcu89uk4fgw2j,131.0
588,bc1qtt88296fzpr4czuqs8yl9sv9f60xd6txydvudm,129.74019121
589,bc1qn2hnqgccqmzpkcar948kqcvlke87ym28mc8nrl,128.9499
590,bc1qw0mmqqn9cvupfwvrdvzlmunq0zul0r9y98e6we,128.41076464
591,bc1ql0tmf6npsrewf94t8dgw2puwyufnhrzjgg28g5,127.3728
592,bc1qzyrsyjnduhedltg7jp6fgjxff88eewkztqw2yd,124.0972139
593,bc1qlrwyvy4l2vr9ce8j6mhtj6rzp2c5ym2m234gfm,123.0
594,bc1q9ctdjgvzw2jt6z6vj5cvshhns94g6fm34dlz0c,121.99929174
595,bc1qucvsed76vp092q9p3nteaz0v9j67zle9ez2kdt,121.98755965
596,bc1qw9cksxf3ewt47xk7qr452psefj0fmqy22nkzgn,120.0
597,bc1qvvfqmmmzqg5j5z330p4nw9jcvxtpshv00wn6mz,119.5625877
598,bc1q2ff2t2z85dxkepx93yf6twux5n24vkk308mykn,118.92262826
599,bc1q75uarzl0mqwvzz0y9uqc2nnmpjlluslvvvew6w,116.71165176
600,bc1qsgnqy8fj3eh7m73jr5g37sgluy60rk7jf6vtj5,115.22005699
601,bc1qx74er8we7pcvqcjznzu7pnq7tl69n90am9y96x,114.692
602,bc1qruefap62g70kyflntxr4dmc8vq53rlvfn58yx7,114.6229
603,bc1q4f8tcpkgdvvun48etk3m0t7l2dsx2k87yr6uv2,114.5503365
604,1DFhQe6ne27RdvyCNyZRc2adFmXkPvMzWK,114.438332
605,bc1qgy4w0skem306j3jeg73mj84za82h5jxql9tencgtct7w2cnkxf4sz4kyaq,114.31539408
606,bc1qnefgxq8wef3j4ljfcy66mskghjs9t40q2y5jva,114.1402
607,bc1q7w56s3xlaghna2758xgkkrnk57ygdhxp69tg7q,111.1611
608,bc1qcrmr7hmd0dq2nq57x0zs2vaxrx2hppvpqe5hlp,110.613
609,bc1q58xqmn3jucy6v5c340hshtjjvxnavh92wc36x5,110.0496
610,bc1qrw32safnzd504yzg9n93en56hfp02pxqpwu7xg,110.04900657
611,bc1qpu2gxjtj2fs2vvq6qx8ecm5z5hs64ww0m8c9xs,109.8177
612,bc1qg9r0w709xz4jczgtejkasu2tktlazyrfckn94k,107.99999859
613,bc1qlxu29aeg8clc6jynnnv62x0kpd2ql2fp9vaprc,107.8208
614,bc1q365kw0u89s353hlhxwqhturtx7e8he8gluyxfn,107.3912
615,bc1qd0m02pfw3cgzc8gtg8kcj79hsnl0e3qrts3w86,106.70272779
616,bc1qw30330h9sx0vlwk6ykt37chphxx3a23t4tvwmx,106.6768
617,bc1qs7zfjmtsuulk2l2g9pcmptg94tm65dvc9s2ja2,106.57554606
618,bc1q47hukew06kwpvpypy98ym9fevk0qm8vx9p53gu,106.51127411
619,bc1qfu5y6susngyncvkvpe4k3kj278l6cjdsjvekum,106.0
620,bc1qlgvvl7lgq63xkt22q4ujk6kc7pj76hd363apm7,106.0
621,bc1qw2cuuc9y06dksjfnkx3gw2cdh8sp7s7tu5df3w,105.756075
622,bc1qz4eu5dxae00cs09eaej7ru5zrvtgan5e6tu3q2,105.53283752
623,bc1q5g5ls62u8y77fkyy65y8khpxd37em3tzjlqqlp,105.44168
624,bc1p3smyju4f4n4q4fe9mlt39sryh663908m77fa2vda7uxygt0t9kysemnngs,105.0000845
625,bc1q0w5m2ey970qsvp5n9yn849lcu8jn2pmyztjqde,105.0
626,bc1q28t3cg2urvh6rj927m0veuqaydjr049559l284,104.808
627,bc1q8a3l3pcwthvacn8ywa2wwx2f2wxy8h7e95gv4x,104.6751
628,bc1q4qcx6jkm8qvecy7nmk7t40avx6x558w7yt85m3,104.64755565
629,bc1qrrcc8r2r5ztrhen76fjws0rfunx83rs3fe3n98,104.1444912
630,bc1q3cxhchqt4am99jcj0q6que9d06hs07rcuwa9rj,103.8
